7.2640000000e-01 -1.4222253315e+01
7.3020000000e-01 -1.4242155853e+01
7.3410000000e-01 -1.4676029551e+01
7.3790000000e-01 -1.5479589259e+01
7.4170000000e-01 -1.6589996515e+01
7.4550000000e-01 -1.7928796551e+01
7.4940000000e-01 -1.9405927944e+01
7.5320000000e-01 -2.0924104647e+01
7.5700000000e-01 -2.2384413267e+01
7.6080000000e-01 -2.3691145006e+01
7.6470000000e-01 -2.4757271996e+01
7.6850000000e-01 -2.5509231210e+01
7.7230000000e-01 -2.5891448545e+01
7.7610000000e-01 -2.5869426606e+01
7.8000000000e-01 -2.5432314182e+01
7.8380000000e-01 -2.4593892010e+01
7.8760000000e-01 -2.3392341340e+01
7.9140000000e-01 -2.1888738431e+01
7.9520000000e-01 -2.0164099693e+01
7.9910000000e-01 -1.8315230332e+01
8.0290000000e-01 -1.6449905834e+01
8.0670000000e-01 -1.4680342373e+01
8.1050000000e-01 -1.3117437844e+01
8.1440000000e-01 -1.1863783968e+01
8.1820000000e-01 -1.1007561971e+01
8.2200000000e-01 -1.0616252073e+01
8.2580000000e-01 -1.0731972452e+01
8.2970000000e-01 -1.1367447134e+01
8.3350000000e-01 -1.2503535853e+01
8.3730000000e-01 -1.4088585053e+01
8.4110000000e-01 -1.6039182909e+01
8.4490000000e-01 -1.8243073547e+01
8.4880000000e-01 -2.0563686162e+01
8.5260000000e-01 -2.2846051076e+01
8.5640000000e-01 -2.4925111797e+01
8.6020000000e-01 -2.6633909866e+01
8.6410000000e-01 -2.7813571581e+01
8.6790000000e-01 -2.8323288155e+01
8.7170000000e-01 -2.8050673461e+01
8.7550000000e-01 -2.6921196803e+01
8.7940000000e-01 -2.4907001847e+01
8.8320000000e-01 -2.2034767687e+01
8.8700000000e-01 -1.8390840020e+01
8.9080000000e-01 -1.4125684411e+01
8.9470000000e-01 -9.4549818725e+00
8.9850000000e-01 -4.6595409465e+00
9.0230000000e-01 -8.0534367841e-02
9.0610000000e-01 3.8848717694e+00
9.0990000000e-01 6.7923234211e+00
9.1380000000e-01 8.1603858936e+00
9.1760000000e-01 7.4822946552e+00
9.2140000000e-01 4.2397678718e+00
9.2520000000e-01 -2.0831688247e+00
9.2910000000e-01 -1.1985406323e+01
9.3290000000e-01 -2.5932671358e+01
9.3670000000e-01 -4.4346319632e+01
9.4050000000e-01 -6.7587270845e+01
9.4440000000e-01 -9.5946718868e+01
9.4820000000e-01 -1.2963187886e+02
9.5200000000e-01 -1.6876691523e+02
