250 60
0.0000000000e+00 -1.6876691523e+02
3.8000000000e-03 -2.1337985758e+02
7.6000000000e-03 -2.6340374923e+02
1.1500000000e-02 -3.1867818875e+02
1.5300000000e-02 -3.7894410664e+02
1.9100000000e-02 -4.4386478485e+02
2.2900000000e-02 -5.1301799048e+02
2.6800000000e-02 -5.8591509696e+02
3.0600000000e-02 -6.6200013244e+02
3.4400000000e-02 -7.4068366316e+02
3.8200000000e-02 -8.2133405823e+02
4.2100000000e-02 -9.0330476617e+02
4.5900000000e-02 -9.8593229915e+02
4.9700000000e-02 -1.0685735168e+03
5.3500000000e-02 -1.1505929629e+03
5.7300000000e-02 -1.2313875821e+03
6.1200000000e-02 -1.3103920879e+03
6.5000000000e-02 -1.3870783889e+03
6.8800000000e-02 -1.4609827620e+03
7.2600000000e-02 -1.5316855884e+03
7.6500000000e-02 -1.5988306441e+03
8.0300000000e-02 -1.6621093160e+03
8.4100000000e-02 -1.7212821939e+03
8.7900000000e-02 -1.7761582251e+03
9.1800000000e-02 -1.8266001097e+03
9.5600000000e-02 -1.8725088774e+03
9.9400000000e-02 -1.9138430488e+03
1.0320000000e-01 -1.9505887047e+03
1.0710000000e-01 -1.9827700787e+03
1.1090000000e-01 -2.0104344920e+03
1.1470000000e-01 -2.0336589233e+03
1.1850000000e-01 -2.0525367630e+03
1.2230000000e-01 -2.0671798705e+03
1.2620000000e-01 -2.0777119711e+03
1.3000000000e-01 -2.0842663846e+03
1.3380000000e-01 -2.0869898349e+03
1.3760000000e-01 -2.0860312786e+03
1.4150000000e-01 -2.0815492388e+03
1.4530000000e-01 -2.0737065388e+03
1.4910000000e-01 -2.0626682672e+03
1.5290000000e-01 -2.0486068818e+03
1.5680000000e-01 -2.0316907137e+03
1.6060000000e-01 -2.0120981425e+03
1.6440000000e-01 -1.9899983365e+03
1.6820000000e-01 -1.9655660145e+03
1.7200000000e-01 -1.9389675956e+03
1.7590000000e-01 -1.9103651169e+03
1.7970000000e-01 -1.8799190960e+03
1.8350000000e-01 -1.8477709975e+03
1.8730000000e-01 -1.8140599055e+03
1.9120000000e-01 -1.7789076125e+03
1.9500000000e-01 -1.7424262823e+03
1.9880000000e-01 -1.7047076540e+03
2.0260000000e-01 -1.6658341395e+03
2.0650000000e-01 -1.6258702456e+03
2.1030000000e-01 -1.5848736813e+03
2.1410000000e-01 -1.5428805982e+03
2.1790000000e-01 -1.4999258853e+03
2.2180000000e-01 -1.4560337513e+03
2.2560000000e-01 -1.4112330496e+03
2.2940000000e-01 -1.3655430496e+03
2.3320000000e-01 -1.3189952140e+03
2.3700000000e-01 -1.2716271139e+03
2.4090000000e-01 -1.2234865159e+03
2.4470000000e-01 -1.1746429402e+03
2.4850000000e-01 -1.1251767246e+03
2.5230000000e-01 -1.0751911187e+03
2.5620000000e-01 -1.0248101666e+03
2.6000000000e-01 -9.7418425725e+02
2.6380000000e-01 -9.2347474407e+02
2.6760000000e-01 -8.7286828195e+02
2.7150000000e-01 -8.2256438690e+02
2.7530000000e-01 -7.7278070025e+02
2.7910000000e-01 -7.2373347727e+02
2.8290000000e-01 -6.7564895855e+02
2.8670000000e-01 -6.2874886766e+02
2.9060000000e-01 -5.8324662322e+02
2.9440000000e-01 -5.3934781969e+02
2.9820000000e-01 -4.9723242892e+02
3.0200000000e-01 -4.5706330723e+02
3.0590000000e-01 -4.1897518016e+02
3.0970000000e-01 -3.8307838623e+02
3.1350000000e-01 -3.4944592719e+02
3.1730000000e-01 -3.1812340562e+02
3.2120000000e-01 -2.8912404826e+02
3.2500000000e-01 -2.6243482779e+02
3.2880000000e-01 -2.3801030880e+02
3.3260000000e-01 -2.1578427919e+02
3.3640000000e-01 -1.9567050157e+02
3.4030000000e-01 -1.7756626594e+02
3.4410000000e-01 -1.6136108061e+02
3.4790000000e-01 -1.4693515615e+02
3.5170000000e-01 -1.3417040199e+02
3.5560000000e-01 -1.2295123399e+02
3.5940000000e-01 -1.1317046414e+02
3.6320000000e-01 -1.0472948957e+02
3.6700000000e-01 -9.7543166067e+01
3.7090000000e-01 -9.1539655295e+01
3.7470000000e-01 -8.6661447119e+01
3.7850000000e-01 -8.2863040103e+01
3.8230000000e-01 -8.0110922913e+01
3.8620000000e-01 -7.8380212635e+01
3.9000000000e-01 -7.7652049712e+01
3.9380000000e-01 -7.7909584087e+01
3.9760000000e-01 -7.9134759878e+01
4.0140000000e-01 -8.1304253256e+01
4.0530000000e-01 -8.4386237868e+01
4.0910000000e-01 -8.8336757189e+01
4.1290000000e-01 -9.3098308336e+01
4.1670000000e-01 -9.8597026740e+01
4.2060000000e-01 -1.0474272839e+02
4.2440000000e-01 -1.1142800369e+02
4.2820000000e-01 -1.1853111000e+02
4.3200000000e-01 -1.2591596702e+02
4.3590000000e-01 -1.3343675479e+02
4.3970000000e-01 -1.4093964759e+02
4.4350000000e-01 -1.4826954265e+02
4.4730000000e-01 -1.5527222979e+02
4.5110000000e-01 -1.6180019136e+02
4.5500000000e-01 -1.6771731346e+02
4.5880000000e-01 -1.7290189005e+02
4.6260000000e-01 -1.7725286614e+02
4.6640000000e-01 -1.8069045633e+02
4.7030000000e-01 -1.8315965645e+02
4.7410000000e-01 -1.8463138099e+02
4.7790000000e-01 -1.8510277398e+02
4.8170000000e-01 -1.8459652001e+02
4.8560000000e-01 -1.8315875778e+02
4.8940000000e-01 -1.8085733269e+02
4.9320000000e-01 -1.7777746303e+02
4.9700000000e-01 -1.7401854587e+02
5.0090000000e-01 -1.6968909892e+02
5.0470000000e-01 -1.6490317015e+02
5.0850000000e-01 -1.5977447516e+02
5.1230000000e-01 -1.5441324997e+02
5.1610000000e-01 -1.4892150417e+02
5.2000000000e-01 -1.4339017294e+02
5.2380000000e-01 -1.3789688595e+02
5.2760000000e-01 -1.3250309801e+02
5.3140000000e-01 -1.2725410673e+02
5.3530000000e-01 -1.2217915683e+02
5.3910000000e-01 -1.1729239851e+02
5.4290000000e-01 -1.1259365600e+02
5.4670000000e-01 -1.0807206653e+02
5.5060000000e-01 -1.0370773812e+02
5.5440000000e-01 -9.9476293650e+01
5.5820000000e-01 -9.5350208944e+01
5.6200000000e-01 -9.1303724853e+01
5.6580000000e-01 -8.7314926670e+01
5.6970000000e-01 -8.3368157188e+01
5.7350000000e-01 -7.9456695393e+01
5.7730000000e-01 -7.5582581084e+01
5.8110000000e-01 -7.1758362066e+01
5.8500000000e-01 -6.8006073078e+01
5.8880000000e-01 -6.4356815235e+01
5.9260000000e-01 -6.0847949035e+01
5.9640000000e-01 -5.7521812897e+01
6.0030000000e-01 -5.4422460590e+01
6.0410000000e-01 -5.1593155385e+01
6.0790000000e-01 -4.9072360406e+01
6.1170000000e-01 -4.6891768073e+01
6.1560000000e-01 -4.5073114857e+01
6.1940000000e-01 -4.3626340355e+01
6.2320000000e-01 -4.2547565136e+01
6.2700000000e-01 -4.1818721368e+01
6.3080000000e-01 -4.1407256114e+01
6.3470000000e-01 -4.1267111098e+01
6.3850000000e-01 -4.1340173311e+01
6.4230000000e-01 -4.1558771305e+01
6.4610000000e-01 -4.1848587194e+01
6.5000000000e-01 -4.2132133323e+01
6.5380000000e-01 -4.2332563098e+01
6.5760000000e-01 -4.2377487095e+01
6.6140000000e-01 -4.2202806866e+01
6.6530000000e-01 -4.1756115024e+01
6.6910000000e-01 -4.0999784809e+01
6.7290000000e-01 -3.9912875731e+01
6.7670000000e-01 -3.8492929551e+01
6.8050000000e-01 -3.6756343954e+01
6.8440000000e-01 -3.4737726122e+01
6.8820000000e-01 -3.2488939582e+01
6.9200000000e-01 -3.0075953583e+01
6.9580000000e-01 -2.7576445787e+01
6.9970000000e-01 -2.5075421541e+01
7.0350000000e-01 -2.2661414529e+01
7.0730000000e-01 -2.0421148869e+01
7.1110000000e-01 -1.8435687450e+01
7.1500000000e-01 -1.6775592225e+01
7.1880000000e-01 -1.5497430950e+01
7.2260000000e-01 -1.4639953378e+01
